OrderID,OrderDate,Region,State,Category,SubCategory,SalesRep,CustomerID,Quantity,UnitPrice,Sales,Profit
ORD-02082,2022-02-02,North,Haryana,Electronics,Accessories,Siddharth Joshi,CUST-00237,7,22733.78,159136.46,22745.52
ORD-00756,2022-02-03,East,Odisha,Electronics,Accessories,Vikram Nair,CUST-01422,4,31171.5,124686.0,6787.54
ORD-02833,2022-02-03,South,Kerala,Office Supplies,Pens & Stationery,Divya Menon,CUST-01483,3,2584.55,7753.65,2700.43
ORD-01630,2022-02-03,North,Haryana,Electronics,Accessories,Sneha Kulkarni,CUST-01386,1,28843.26,28843.26,4184.5
ORD-01707,2022-02-03,Central,Chhattisgarh,Furniture,Sofas,Sneha Kulkarni,CUST-00699,1,13150.36,13150.36,2575.36
ORD-00976,2022-02-04,Central,Madhya Pradesh,Furniture,Storage,Neha Kapoor,CUST-01101,11,17038.64,187425.04,42277.14
ORD-01392,2022-02-04,East,Odisha,Clothing,Menswear,Neha Kapoor,CUST-02027,11,1605.73,17663.03,8767.22
ORD-01734,2022-02-04,North,Delhi,Office Supplies,Pens & Stationery,Sneha Kulkarni,CUST-00825,10,447.93,4479.3,1808.37
ORD-01957,2022-02-05,South,Andhra Pradesh,Clothing,Womenswear,Vikram Nair,CUST-01304,10,1912.83,19128.3,6759.75
ORD-01017,2022-02-05,East,West Bengal,Electronics,Smartphones,Sneha Kulkarni,CUST-01075,6,35947.58,215685.48,23315.09
ORD-02481,2022-02-05,South,Karnataka,Furniture,Tables,Arjun Bhatt,CUST-00656,3,3110.36,9331.08,1326.05
ORD-02393,2022-02-06,East,Jharkhand,Clothing,Womenswear,Neha Kapoor,CUST-01518,5,1622.92,8114.6,2886.51
ORD-01781,2022-02-07,West,Gujarat,Furniture,Storage,Ananya Rao,CUST-01194,7,5599.61,39197.27,8112.46
ORD-01954,2022-02-08,East,Jharkhand,Electronics,Tablets,Priya Mehta,CUST-00012,10,25927.88,259278.8,27520.22
ORD-00636,2022-02-09,South,Karnataka,Electronics,Tablets,Karan Malhotra,CUST-00702,8,17439.31,139514.48,17437.83
ORD-02184,2022-02-09,West,Goa,Electronics,Accessories,Siddharth Joshi,CUST-01768,1,9990.64,9990.64,1753.75
ORD-02343,2022-02-10,Central,Madhya Pradesh,Office Supplies,Pens & Stationery,Karan Malhotra,CUST-01564,8,949.93,7599.44,2224.06
ORD-01900,2022-02-10,North,Delhi,Furniture,Storage,Rohan Iyer,CUST-01834,1,6313.13,6313.13,1224.47
ORD-01117,2022-02-11,West,Rajasthan,Office Supplies,Binders,Ananya Rao,CUST-01353,10,368.61,3686.1,1419.68
ORD-02530,2022-02-11,North,Uttar Pradesh,Office Supplies,Printers,Sneha Kulkarni,CUST-00580,5,857.96,4289.8,1334.11
ORD-01755,2022-02-11,South,Kerala,Furniture,Sofas,Aarav Shah,CUST-01592,9,5980.96,53828.64,12207.23
ORD-00427,2022-02-12,West,Goa,Clothing,Kidswear,Rohan Iyer,CUST-02041,9,2248.86,20239.74,6416.76
ORD-02388,2022-02-12,West,Goa,Electronics,Laptops,Arjun Bhatt,CUST-00961,9,24994.86,224953.74,34863.44
ORD-01413,2022-02-13,East,Bihar,Office Supplies,Paper,Karan Malhotra,CUST-01256,2,692.62,1385.24,505.61
ORD-00404,2022-02-13,East,Bihar,Office Supplies,Printers,Ananya Rao,CUST-01382,5,2074.83,10374.15,2621.85
ORD-00335,2022-02-13,North,Punjab,Electronics,Smartphones,Siddharth Joshi,CUST-01460,11,26746.02,294206.22,56138.13
ORD-02174,2022-02-13,Central,Chhattisgarh,Clothing,Footwear,Isha Deshpande,CUST-01876,11,2786.08,30646.88,10211.7
ORD-01020,2022-02-13,North,Delhi,Clothing,Womenswear,Rohan Iyer,CUST-00223,8,4095.79,32766.32,11826.53
ORD-00529,2022-02-14,West,Gujarat,Electronics,Smartphones,Neha Kapoor,CUST-00737,5,12011.53,60057.65,9152.94
ORD-00353,2022-02-15,South,Tamil Nadu,Electronics,Accessories,Neha Kapoor,CUST-00878,6,16616.76,99700.56,22474.29
ORD-02559,2022-02-15,Central,Chhattisgarh,Office Supplies,Paper,Karan Malhotra,CUST-00437,7,2018.27,14127.89,4992.0
ORD-02357,2022-02-15,North,Punjab,Electronics,Tablets,Rohan Iyer,CUST-00577,4,15922.01,63688.04,14686.36
ORD-00554,2022-02-15,Central,Madhya Pradesh,Electronics,Tablets,Arjun Bhatt,CUST-01237,1,18751.98,18751.98,2401.85
ORD-01447,2022-02-15,South,Andhra Pradesh,Electronics,Accessories,Arjun Bhatt,CUST-01272,3,13208.28,39624.84,8774.17
ORD-01597,2022-02-15,East,Odisha,Furniture,Sofas,Siddharth Joshi,CUST-00011,5,3582.9,17914.5,3621.48
ORD-01907,2022-02-15,West,Goa,Electronics,Tablets,Neha Kapoor,CUST-01679,1,43391.49,43391.49,6074.2
ORD-01956,2022-02-16,East,West Bengal,Office Supplies,Binders,Isha Deshpande,CUST-01574,7,1149.71,8047.97,2665.41
ORD-02983,2022-02-16,East,Odisha,Office Supplies,Printers,Neha Kapoor,CUST-00345,9,2346.75,21120.75,5090.35
ORD-02937,2022-02-16,East,Bihar,Furniture,Sofas,Karan Malhotra,CUST-01002,1,19960.53,19960.53,2899.46
ORD-00910,2022-02-16,Central,Chhattisgarh,Clothing,Menswear,Divya Menon,CUST-01180,2,1098.01,2196.02,779.23
ORD-02086,2022-02-18,East,Jharkhand,Office Supplies,Paper,Neha Kapoor,CUST-00771,2,1378.26,2756.52,1094.49
ORD-01125,2022-02-18,North,Haryana,Office Supplies,Pens & Stationery,Karan Malhotra,CUST-00236,10,1151.17,11511.7,3509.24
ORD-01530,2022-02-19,North,Punjab,Furniture,Tables,Ananya Rao,CUST-01495,3,17039.79,51119.37,7063.07
ORD-01471,2022-02-19,East,West Bengal,Furniture,Tables,Rohan Iyer,CUST-00898,11,9057.63,99633.93,21643.4
ORD-02104,2022-02-19,North,Punjab,Office Supplies,Pens & Stationery,Siddharth Joshi,CUST-00485,1,1840.6,1840.6,488.08
ORD-00723,2022-02-20,North,Punjab,Office Supplies,Pens & Stationery,Siddharth Joshi,CUST-00398,9,471.09,4239.81,1366.14
ORD-01583,2022-02-20,Central,Chhattisgarh,Electronics,Smartphones,Sneha Kulkarni,CUST-02088,6,38834.87,233009.22,38599.88
ORD-02268,2022-02-20,North,Delhi,Office Supplies,Paper,Arjun Bhatt,CUST-00868,9,1642.76,14784.84,4839.72
ORD-00236,2022-02-21,East,Bihar,Furniture,Chairs,Sneha Kulkarni,CUST-00408,5,15622.13,78110.65,18812.53
ORD-01922,2022-02-21,Central,Madhya Pradesh,Electronics,Laptops,Sneha Kulkarni,CUST-02043,8,21970.5,175764.0,29915.89
ORD-00482,2022-02-21,East,Bihar,Electronics,Smartphones,Karan Malhotra,CUST-01348,8,16751.25,134010.0,13102.45
ORD-02803,2022-02-22,Central,Chhattisgarh,Office Supplies,Paper,Karan Malhotra,CUST-00630,3,1465.95,4397.85,1296.64
ORD-01396,2022-02-22,South,Andhra Pradesh,Office Supplies,Paper,Sneha Kulkarni,CUST-00745,7,2869.54,20086.78,5596.84
ORD-01920,2022-02-22,West,Rajasthan,Electronics,Laptops,Karan Malhotra,CUST-01699,9,15858.04,142722.36,11692.33
ORD-02842,2022-02-22,South,Kerala,Furniture,Storage,Aarav Shah,CUST-01713,4,14803.35,59213.4,10092.57
ORD-00357,2022-02-24,North,Delhi,Electronics,Laptops,Vikram Nair,CUST-00155,1,42621.85,42621.85,3718.48
ORD-02709,2022-02-24,South,Karnataka,Electronics,Accessories,Rohan Iyer,CUST-01728,10,17121.95,171219.5,22070.08
ORD-01896,2022-02-25,East,Jharkhand,Office Supplies,Printers,Arjun Bhatt,CUST-00351,3,2909.11,8727.33,1949.58
ORD-01088,2022-02-26,Central,Madhya Pradesh,Clothing,Womenswear,Isha Deshpande,CUST-00924,6,982.44,5894.64,2032.92
ORD-00729,2022-02-26,West,Rajasthan,Office Supplies,Paper,Sneha Kulkarni,CUST-01296,4,2918.76,11675.04,3277.75
ORD-00183,2022-02-26,East,West Bengal,Electronics,Smartphones,Arjun Bhatt,CUST-01104,8,16621.18,132969.44,22083.12
ORD-02645,2022-02-27,East,Jharkhand,Office Supplies,Printers,Vikram Nair,CUST-01790,4,930.88,3723.52,1122.18
ORD-00502,2022-02-27,North,Haryana,Furniture,Sofas,Vikram Nair,CUST-02004,2,2734.08,5468.16,1375.02
ORD-02569,2022-02-28,North,Uttar Pradesh,Electronics,Accessories,Karan Malhotra,CUST-00629,10,20381.71,203817.1,31660.85
ORD-02606,2022-02-28,South,Karnataka,Furniture,Storage,Aarav Shah,CUST-00863,9,13782.66,124043.94,35575.26
ORD-01730,2022-02-28,East,West Bengal,Office Supplies,Pens & Stationery,Karan Malhotra,CUST-00183,9,2057.53,18517.77,4813.27
ORD-00397,2022-03-01,North,Delhi,Office Supplies,Paper,Karan Malhotra,CUST-00601,10,1383.28,13832.8,3885.89
ORD-00299,2022-03-01,North,Punjab,Office Supplies,Paper,Priya Mehta,CUST-00089,5,2430.36,12151.8,3289.81
ORD-00703,2022-03-02,East,West Bengal,Electronics,Laptops,Arjun Bhatt,CUST-01357,9,8197.81,73780.29,5037.63
ORD-02786,2022-03-03,East,Jharkhand,Office Supplies,Binders,Arjun Bhatt,CUST-00343,6,2169.71,13018.26,2524.96
ORD-01981,2022-03-03,Central,Chhattisgarh,Furniture,Storage,Sneha Kulkarni,CUST-00613,2,19954.96,39909.92,8987.22
ORD-02466,2022-03-03,North,Delhi,Furniture,Storage,Ananya Rao,CUST-01697,9,9426.22,84835.98,17089.61
ORD-01361,2022-03-03,Central,Chhattisgarh,Furniture,Storage,Siddharth Joshi,CUST-01036,1,10853.89,10853.89,2038.07
ORD-00829,2022-03-03,North,Haryana,Electronics,Tablets,Divya Menon,CUST-00977,6,16318.06,97908.36,19406.9
ORD-01542,2022-03-04,Central,Chhattisgarh,Electronics,Smartphones,Isha Deshpande,CUST-00806,1,22012.19,22012.19,1604.4
ORD-00263,2022-03-04,West,Gujarat,Office Supplies,Pens & Stationery,Vikram Nair,CUST-01959,7,408.66,2860.62,862.71
ORD-01639,2022-03-04,Central,Madhya Pradesh,Clothing,Womenswear,Ananya Rao,CUST-01874,7,3835.83,26850.81,8300.02
ORD-01377,2022-03-05,Central,Madhya Pradesh,Clothing,Menswear,Isha Deshpande,CUST-01666,9,610.47,5494.23,1785.69
ORD-02561,2022-03-05,East,Bihar,Electronics,Tablets,Neha Kapoor,CUST-00314,8,22361.63,178893.04,33274.66
ORD-01961,2022-03-06,North,Haryana,Clothing,Kidswear,Neha Kapoor,CUST-01325,2,1075.16,2150.32,601.1
ORD-00883,2022-03-06,Central,Chhattisgarh,Electronics,Smartphones,Karan Malhotra,CUST-00322,8,10149.58,81196.64,13972.17
ORD-01312,2022-03-06,South,Tamil Nadu,Electronics,Tablets,Arjun Bhatt,CUST-00553,10,32170.11,321701.1,29006.04
ORD-02005,2022-03-06,West,Maharashtra,Electronics,Smartphones,Neha Kapoor,CUST-00007,1,30761.51,30761.51,3335.83
ORD-01379,2022-03-07,North,Uttar Pradesh,Office Supplies,Pens & Stationery,Neha Kapoor,CUST-00845,8,993.03,7944.24,2335.88
ORD-02119,2022-03-07,East,West Bengal,Furniture,Tables,Ananya Rao,CUST-02045,3,10193.8,30581.4,4698.93
ORD-02662,2022-03-07,West,Goa,Electronics,Laptops,Arjun Bhatt,CUST-01670,7,42596.14,298172.98,26006.13
ORD-01031,2022-03-08,East,Odisha,Electronics,Laptops,Karan Malhotra,CUST-01776,11,14636.31,160999.41,9719.11
ORD-01131,2022-03-08,East,West Bengal,Electronics,Smartphones,Ananya Rao,CUST-01724,1,13402.38,13402.38,1034.66
ORD-02121,2022-03-09,West,Goa,Electronics,Laptops,Arjun Bhatt,CUST-00433,11,31690.32,348593.52,28692.96
ORD-00842,2022-03-09,South,Karnataka,Office Supplies,Paper,Vikram Nair,CUST-01363,10,2268.79,22687.9,6868.33
ORD-02208,2022-03-09,North,Delhi,Office Supplies,Paper,Divya Menon,CUST-00621,7,2727.7,19093.9,4744.33
ORD-00162,2022-03-09,North,Punjab,Furniture,Storage,Ananya Rao,CUST-00436,9,3131.05,28179.45,8069.36
ORD-01029,2022-03-10,South,Andhra Pradesh,Office Supplies,Binders,Priya Mehta,CUST-01363,6,353.39,2120.34,768.06
ORD-01002,2022-03-10,East,Jharkhand,Furniture,Chairs,Siddharth Joshi,CUST-01761,10,16981.29,169812.9,24777.79
ORD-02259,2022-03-10,North,Delhi,Office Supplies,Paper,Rohan Iyer,CUST-00743,4,2207.46,8829.84,2929.47
ORD-00181,2022-03-10,South,Karnataka,Furniture,Tables,Neha Kapoor,CUST-01628,8,12339.12,98712.96,18524.99
ORD-00523,2022-03-11,North,Delhi,Clothing,Menswear,Sneha Kulkarni,CUST-00338,11,1613.34,17746.74,6479.89
ORD-02362,2022-03-12,West,Goa,Clothing,Footwear,Karan Malhotra,CUST-00985,7,3908.11,27356.77,7608.2
ORD-01129,2022-03-12,East,Bihar,Furniture,Chairs,Aarav Shah,CUST-00613,4,10459.73,41838.92,7855.79
ORD-02116,2022-03-13,South,Kerala,Office Supplies,Pens & Stationery,Karan Malhotra,CUST-00023,4,897.14,3588.56,1175.63
ORD-01979,2022-03-13,South,Tamil Nadu,Clothing,Kidswear,Sneha Kulkarni,CUST-01339,11,2735.64,30092.04,9290.69
ORD-01924,2022-03-13,Central,Chhattisgarh,Office Supplies,Paper,Sneha Kulkarni,CUST-01634,3,310.98,932.94,286.35
